id,image_id,device_name,brand,release_date,form_factor,os_raw,gbc,nes,genesis,gba,snes,psx,nds,n64,dreamcast,psp,saturn,ngc,wii,n3ds,ps2,wiiu,switch,ps3,chipset,cpu_model,cpu_cores,cpu_threads,cpu_clock,cpu_arch,gpu_model,gpu_cores,gpu_clock,ram_gb,screen_size_inches,screen_type,resolution,ppi,aspect_ratio,screen_lens,battery_capacity,cooling_raw,has_cooling,dpad_raw,analogs_raw,has_l3_r3,has_hall_analogs,has_dual_analogs,has_analogs,face_buttons,shoulder_buttons_raw,has_analog_triggers,has_l2_r2,has_shoulder_buttons,extra_buttons_raw,charge_port_raw,storage_raw,has_dual_external_sd,connectivity_raw,has_lte,has_usb_otg,has_thunderbolt,has_bt,has_wifi,video_output_raw,has_video_output,audio_output_raw,has_audio_output,speaker_raw,has_rumble,sensors_raw,volume_desc,dimensions_mm,weight_g,shell_material,color_options,reviews,price_low,price_high,emulation_desc
vPSczj34,image_14ee126b5996f,GPD Win Max 2 2025,Game Pad Digital,2024-12-01,Clamshell,Windows 11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,AMD Ryzen AI 9 HX370,AMD Zen 5,12 Cores,24 Threads,2.0 GHz - 5.1 GHz,x86-64,AMD Radeon 890M,16 Cores,2.9 GHz,64 GB LPDDR5X,10.1,IPS Touchscreen,2560 x 1600,298.9,16:10,Tempered Glass,67 Wh,Fan,TRUE,Separated Cross (PS Vita) Upper placement,Dual thumbsticks (L3/R3 / Hall) Left: Upper placement Right: Upper placement,TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Full QWERTY keyboard (backlit), two mappable back buttons, Menu, Power/Fingerprint reader, Reset, Gamepad/Mouse switch",USB-C x2 Top facing,Dual Internal NVMe SSD slots (2280/2232) (1 TB / 2 TB standard but are user upgradeable) External SD & MicroSD,TRUE,"WiFi 6, Bluetooth 5.2, 4G LTE (optional)",TRUE,FALSE,FALSE,TRUE,TRUE,"USB-C video out, OcuLink Top facing",TRUE,3.5mm Headphone Top facing,TRUE,Quad Surround Front & Side facing,TRUE,"Front camera, Gyroscope, Hall Effect Joysticks, Fingerprint sensor, Microphone",Dedicated Buttons,227 mm x 160 mm x 23 mm,1005,Metal (Magnesium Aluminum Alloy),Black,https://www.youtube.com/watch?v=QKOu3qRP4H0,1462,,"Gamecube, Wii, 3DS, PS2, Wii U, Switch almost all full speed"
bKvaN54i,image_3a7a6945dd3a7,RG-34XX,Anbernic,2024-12-01,Horizontal,Linux,5,5,5,5,5,5,4,4,4,3,3,2,1,1,1,1,1,1,Allwinner H700,Cortex-A53,4 Cores,4 Threads,1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB LPDDR4,3.4,IPS,720 x 480,254.51,3:2,Tempered Glass (OCA Laminated),3500 mAh (Swappable),,FALSE,Cross Upper placement,,FALSE,FALSE,FALSE,FALSE,4 Buttons,"L1, R1, L2, R2 Vertical, Shelf",FALSE,TRUE,TRUE,"Menu, Power, Reset",USB-C Top facing,Dual External MicroSD,TRUE,"WiFi 5, Bluetooth 4.2",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Single Mono Front facing,TRUE,❌,Wheel,144.6 mm x 81.8 mm x 24.8 mm,188,Plastic,"Black, Indigo, Transparent Green, Transparent Red, Transparent Glacier, Transparent Pink, Transparent Blue",https://www.youtube.com/watch?v=ozuBkxXhK7g https://www.youtube.com/watch?v=yKsKmdhIQ7U https://www.youtube.com/watch?v=d0HaJCF_h2o https://www.youtube.com/watch?v=MB49oXUvu2c https://www.youtube.com/watch?v=JM1XceHTPBU https://www.youtube.com/watch?v=YDt-pwjP4Z0 https://www.youtube.com/watch?v=mKP3HCKclg4,70,,"SNES FX & 3D PS1 (60 FPS), N64 and Dreamcast mostly playable, PSP somewhat playable, Saturn barely playable"
MaZg7lWi,image_e8d1ad8c8b83c,G28,Dealbay,2024-12-01,Horizontal,Linux (EmuELEC),5,5,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,RockChip RK3128,Cortex-A7,4 Cores,4 Threads,1.3 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,"""4 GB"" DDR3",4.3,IPS,480 x 272,128.3,16:9,Tempered Glass,2100 mAh,,FALSE,Cross Lower placement,Dual thumbsticks (L3/R3) Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Power, Volume +-",USB-C,Internal & External MicroSD,FALSE,USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,Mini HDMI,TRUE,3.5mm Headphone,TRUE,Mono Rear facing,FALSE,❌,Dedicated Buttons,,,Plastic,"White, Black",,30,,
3wqSJSG7,image_63c3ed62d0818,R36 Max,Game Console,2024-11-01,Vertical,Linux (EmuELEC),5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,4,TFT,720 x 720,254.56,1:1,Tempered Glass (OCA Laminated),4000 mAh,,FALSE,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal, Shelf",FALSE,TRUE,TRUE,"Function, Power, Reset, Volume +-",USB-C x2 Bottom facing,Dual External MicroSD,TRUE,USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone Bottom facing,TRUE,Single Mono Front facing,,❌,Dedicated Buttons,83 mm x 153 mm x 35 mm,,Plastic,"White, Transparent Black, Transparent Gray, Transparent Blue, Transparent Red",https://www.youtube.com/watch?v=-4wDXTj39lg,35,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
NV84Ffaz,image_86a2e61b61c6c,OneXFly F1 Pro,One Netbook,2024-11-01,Horizontal,Windows 11 / Linux (Bazzite),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,AMD Ryzen AI 9 HX370,AMD Zen 5,12 Cores,24 Threads,2.0 GHz - 5.1 GHz,x86-64,AMD Radeon 890M,16 Cores,2.9 GHz,32 GB / 64 GB LPDDR5X,7,OLED Touchscreen,1920 x 1080,367.15,16:9,Tempered Glass (OCA Laminated),48.5 Wh,Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,Dual thumbsticks with L3/R3 Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2, M1, M2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"2 programmable shoulder buttons, Power, Volume +-",USB-C x2 Top & Bottom facing,"Internal M.2 2280 SSD, External MicroSD",FALSE,"WiFi 6, Bluetooth 5.2, USB-A OTG",FALSE,TRUE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Top facing,TRUE,Dual Stereo Bottom facing,,,Dedicated Buttons,263.6 mm x 98.2 mm x 22.6 mm,599,Plastic,"Black, White",https://www.youtube.com/watch?v=LHishIrb-JA https://www.youtube.com/watch?v=ryz9rj9uaF8 https://www.youtube.com/watch?v=76RsY4PvosI https://www.youtube.com/watch?v=PaNZ_jnZSEc https://www.youtube.com/watch?v=lKdWxx1ezQE https://www.youtube.com/watch?v=QNNW_aYkbdA https://www.youtube.com/watch?v=hAyOxfwtDMw,1099,1699,"Gamecube, Wii, 3DS, PS2, Wii U, Switch almost all full speed"
RbCBYkGR,image_b472bca2278a9,AYANEO Pocket DMG,AYANEO,2024-11-01,Vertical,Android 13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,Qualcomm Snapdragon G3x Gen 2,Qualcomm Kryo Prime Ultra,8 Cores,8 Threads,3.36 GHz,ARM,Qualcomm Adreno A32,,1.0 GHz,8 GB / 12 GB / 16 GB LPDDR5X (8533 MT/s),3.92,OLED Touchscreen,1240 x 1080,419.49,31:27,Tempered Glass (OCA Laminated),6000 mAh,Fan Ventilation cutouts,TRUE,Cross Upper placement,Single thumbstick (L3 / Hall) Lower placement,TRUE,TRUE,FALSE,TRUE,4 Buttons,"L1, R1, L2, R2 Shelf",FALSE,TRUE,TRUE,"Home, Menu, Turbo, Power/fingerprint reader, Touchpad",USB-C Bottom facing,Internal 128 GB (UFS 3.1) 256 GB / 512 GB / 1 TB (UFS 4.0) External MicroSD,FALSE,"WiFi, Bluetooth 5.3",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,USB-C audio out Bottom facing,TRUE,Dual Stereo Side facing,TRUE,"Fingerprint reader, Gyroscope, Hall joystick, Touchpad",Wheel,91.5 mm x 151 mm x 15 - 22.3 mm,278,Plastic,"Moon White, Arctic Black, Retro Color",https://www.youtube.com/watch?v=to-lxxxFJg4 https://www.youtube.com/watch?v=v-3DP9UC-CY https://www.youtube.com/watch?v=kW901mQmxGY https://www.youtube.com/watch?v=tdoPJpVfxuw https://www.youtube.com/watch?v=jfcP4HquhLo https://www.youtube.com/watch?v=WptQb2GQ1bs,340,590,"Gamecube, Wii, 3DS, PS2, Wii U all fully playable, most Switch fully playable"
GhPKyiVJ,image_9e890d58b29d4,AYANEO Pocket EVO,AYANEO,2024-11-01,Horizontal,Android 13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,Qualcomm Snapdragon G3x Gen 2,Qualcomm Kryo Prime Ultra,8 Cores,8 Threads,3.36 GHz,ARM,Qualcomm Adreno A32,,1.0 GHz,8 GB / 12 GB / 16 GB / 24 GB LPDDR5X (8533 MT/s),7,OLED Touchscreen,1920 x 1080,314.7,16:9,Tempered Glass (OCA Laminated),8600 mAh,Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,"Dual thumbsticks (L3/R3, Hall) Left: Upper placement Right: Lower placement",TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Power/Fingerprint reader, Volume +-, 4 Programmable buttons",USB-C Bottom facing,"Internal 128 GB / 256 GB / 512 GB / 1 TB, External MicroSD",FALSE,"WiFi, Bluetooth",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,USB-C audio out Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,Hall sensor joysticks and triggers,Dedicated Buttons,260.5 mm x 100 mm x 17 - 33.9 mm,478,Plastic,"Black, White shown in teasers",https://www.youtube.com/watch?v=WHiHmNlelpo https://www.youtube.com/watch?v=zVX3VtzRct4 https://www.youtube.com/watch?v=vs43eW9Krnc https://www.youtube.com/watch?v=ng37YVi3OLY https://www.youtube.com/watch?v=4lXsAvs0qCI https://www.youtube.com/watch?v=uzLEHQuTU1E&ab_channel=IroncladCOBRA,389,799,"Gamecube, Wii, 3DS, PS2, Wii U all fully playable, most Switch fully playable"
ly1ffBn5,image_448726dcf904f,RG-406H,Anbernic,2024-11-01,Horizontal,Android 13,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,2,1,UNISOC Tiger T820,Cortex-A76 / Cortex-A55,8 Cores,8 Threads,2.1 GHz - 2.7 GHz,ARM,Mali-G57 MP4,4 Cores,850 MHz,8 GB LPDDR4X,4,IPS Touchscreen,960 x 720,300,4:3,Tempered Glass (OCA Laminated),5000 mAh,Heatpipe Fan Ventilation cutouts,TRUE,Disc Lower placement,"Dual thumbsticks (L3/R3, Hall) Left: Upper placement Right: Lower placement",TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Back, Home, Power, Volume +-",USB-C Bottom facing,"Internal 128 GB UFS 2.2, External MicroSD",FALSE,"WiFi 5, Bluetooth 5.0",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Gyroscope, Hall joysticks & triggers",Dedicated Buttons,174 mm x 81 mm x 17.9 mm,265,Plastic,"Black, White, Transparent Purple",https://www.youtube.com/watch?v=kxxrhKaXCOc https://www.youtube.com/watch?v=ecyWy1bP2HA https://www.youtube.com/watch?v=LusrsE6y2yo https://www.youtube.com/watch?v=nmHgKQ2xOvw https://www.youtube.com/watch?v=ebdQEne5vHM https://www.youtube.com/watch?v=_QFvNWkWBFg https://www.youtube.com/watch?v=PSTXC_FYVOQ,168,,"N64, Dreamcast, PSP all full speed, Gamecube and Wii almost all full speed, PS2 playable, Switch mostly unplayable"
P8dEnq7v,image_dbac8a0345992,Retroid Pocket 5,Retroid / Moorechip,2024-11-01,Horizontal,Android 13 / Linux (Batocera),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,Qualcomm Snapdragon 865,Cortex-A77 / Cortex-A55,8 Cores,8 Threads,1.8 GHz - 2.84 GHz,ARM,Qualcomm Adreno 650,1 Core,587 MHz,8 GB LPDDR4x (2133 MHz),5.5,AMOLED Touchscreen,1920 x 1080,400.53,16:9,Tempered Glass (OCA Laminated),5000 mAh,Heatsink Fan Ventilation cutouts,TRUE,Cross Upper placement,"Dual thumbsticks (L3/R3, Hall) Lower placement",TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Home, Back, Power, Volume +-",USB-C Bottom facing,"Internal 128 GB UFS 3.1, External MicroSD",FALSE,"WiFi 6, Bluetooth 5.1",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Front facing,TRUE,"Gyroscope, Microphone",Dedicated Buttons,199.2 mm x 78.5 mm x 15.6 - ? mm,280,Plastic,"Black, White, Gray, Gamecube Indigo",https://www.youtube.com/watch?v=ZWm4t1axUt8 https://www.youtube.com/watch?v=ZFTrwWQOe5Y https://www.youtube.com/watch?v=-CJ9WVFmYXc https://www.youtube.com/watch?v=B0dRxqKsj14 https://www.youtube.com/watch?v=vBJDNGYabbE https://www.youtube.com/watch?v=mCc9zy-T8ls https://www.youtube.com/watch?v=lAttOmAM2oU https://www.youtube.com/watch?v=9KoitFPSk3g https://www.youtube.com/watch?v=qlFE2HYosoQ,225,,"Gamecube, Wii, PS2 playable, some Switch barely playable"
bvZBAfbt,image_6304e3f85e01,TRIMUI Smart Brick,TRIMUI,2024-11-01,Vertical,Linux (Tina),5,5,5,5,5,5,5,4,4,4,3,2,1,1,1,1,1,1,Allwinner A133 Plus,Cortex-A53,4 Cores,4 Threads,1.8 GHz - 2.0 GHz,ARM,PowerVR GE8300,1 Core,660 MHz,1 GB LPDDR3,3.2,IPS,1024 x 768,400,4:3,Tempered Glass (OCA Laminated),3000 mAh,,FALSE,Cross Upper placement,,FALSE,FALSE,FALSE,FALSE,4 Buttons,"L1, R1, L2, R2 Shelf",FALSE,TRUE,TRUE,"Menu, Power, 3 function buttons, Reset, Volume +-",USB-C x2 Top & Bottom facing,"Internal 8 GB eMMC, External MicroSD",FALSE,"WiFi 4, Bluetooth 2.1",FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Front facing,TRUE,,Dedicated Buttons,73.2 mm x 109.9 mm x 11.8 - 19.9 mm,159,Plastic,"Black, White, Red, Purple",https://www.youtube.com/watch?v=F1fHemFCi3I https://www.youtube.com/watch?v=LuRzFccr8rw https://www.youtube.com/watch?v=_JCFWthaWec https://www.youtube.com/watch?v=YdmPj74W0x4 https://www.youtube.com/watch?v=W04utIvcKBI https://www.youtube.com/watch?v=81dNYl1XXak https://www.youtube.com/watch?v=cllfVrNmBK0 https://www.youtube.com/watch?v=ReialYV758E&pp=ygUMVHJpbXVpIGJyaWNr https://www.youtube.com/watch?v=6M-Bf4j24As,80,,"N64, PSP & Dreamcast playable but not all at full speed"
1UrmTRah,image_ae38c82d21fb3,M22 Pro,SJGAM,2024-11-01,Horizontal,Linux (EmuELEC),5,5,5,5,5,4,3,3,3,2,2,1,1,1,1,1,1,1,"""N909"" (Allwinner H133)",Cortex-A7,4 Cores,4 Threads,1.2 GHz - 1.8 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,1 GB DDR4,5,IPS,1920 x 1080,440.58,16:9,,3000 mAh,,FALSE,Cross Upper placement,Dual thumbsticks (L3/R3) Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Power, Volume +-",USB-C Bottom facing,Internal & External MicroSD,FALSE,USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Single Mono Bottom facing,,,Dedicated Buttons,191 mm x 81 mm x 33 mm,,Plastic,"Gray, Black",https://www.youtube.com/watch?v=38khiooe2pc https://www.youtube.com/watch?v=YPzP72-bxtE,50,,Up to PS1
kmVmMrYA,image_6a66314eb4f85,R39S,Game Console,2024-10-01,Vertical,Linux,5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,1 GB DDR3,4,IPS,800 x 600,250,4:3,Tempered Glass,3200 mAh,,FALSE,Cross Upper placement,Dual thumbsticks (L3/R3) Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1",FALSE,FALSE,TRUE,"Menu, Power, Return, Volume +-",USB-C,Internal & External MicroSD,FALSE,USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone,TRUE,Mono Front facing,,❌,Dedicated Buttons,112 mm x 130 mm x 25 mm,385,Plastic,"Green, Blue, Purple, Black, White",https://youtube.com/watch?v=2PcGb_9s-PM,40,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable, N64 & Dreamcast mostly playable for easier to emulate games"
unJdUmen,image_69f0c95b5ca41,RG Cube XX,Anbernic,2024-10-01,Horizontal,Linux,5,5,5,5,5,5,4,4,4,3,3,2,1,1,1,1,1,1,Allwinner H700,Cortex-A53,4 Cores,4 Threads,1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB LPDDR4,3.95,IPS,720 x 720,257.78,1:1,Tempered Glass (OCA Laminated),3800 mAh,,FALSE,Disc Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Menu, Power, Reset, Volume +-",USB-C Top facing,Dual External MicroSD,TRUE,"WiFi 5, Bluetooth 4.2",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,,Dedicated Buttons,157.2 mm x 89.6 mm x 17.9 - ? mm,246,Plastic,"White, Black, Gray",https://www.youtube.com/watch?v=sS6AMBEJ_ow https://www.youtube.com/watch?v=mIrnRUXrpxA https://www.youtube.com/watch?v=wfdEc-KBUXo https://www.youtube.com/watch?v=d-3zNEfG788 https://www.youtube.com/watch?v=0cKaw54KHZw https://www.youtube.com/watch?v=jAZw603wgmg https://www.youtube.com/watch?v=wc4dC0pVMg4 https://www.youtube.com/watch?v=LbiWobObxyI https://www.youtube.com/watch?v=6EFoVadvx_o,67,,"SNES FX & 3D PS1 (60 FPS), N64 and Dreamcast mostly playable, PSP somewhat playable, Saturn barely playable"
xQqvXSZA,image_f8f9fff6de0c6,RGB20 Pro,PowKiddy,2024-10-01,Vertical,Linux,5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,1 GB LPDDR4,3.2,IPS,1024 x 768,400,4:3,Tempered Glass (OCA Laminated),5000 mAh,,FALSE,Cross Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Shelf",FALSE,TRUE,TRUE,"Power, Reset, Volume +-",USB-C x2 Top facing,Dual External MicroSD,TRUE,"WiFi 4, Bluetooth",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Single Mono Front facing,TRUE,,Dedicated Buttons,83.3 mm x 150.2 mm x 23.3 - 32 mm,159,Plastic,"Gray, Sky Blue, Green, Yellow",https://www.youtube.com/watch?v=w-5i3QcY4Qg https://www.youtube.com/watch?v=lZ2JDIhw3sQ https://www.youtube.com/watch?v=mRuyF2rGOJg https://www.youtube.com/watch?v=rJ_r0p0_DYY https://www.youtube.com/watch?v=mx0H-MItDHs https://www.youtube.com/watch?v=jMnr_gVc5uA https://www.youtube.com/shorts/9pXwru02gMI,70,,"N64, PSP & Dreamcast mostly playable but not all full speed"
02amKbag,image_9a0b5016045c,Zotac Zone,Zotac,2024-10-01,Horizontal,Windows 11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,AMD Ryzen 7 8840U,AMD Zen 4,8 Cores,16 Threads,3.3 GHz - 5.1 GHz,x86-64,AMD Radeon 780M,,2.7 GHz,16 GB LPDDR5X (7500 MT/s),7,AMOLED Touchscreen,1920 x 1080,319.26,16:9,Tempered Glass (OCA Laminated),48.5 Wh,Heatsink Fan Ventilation cutouts,TRUE,Disc Upper placement,"Dual thumbsticks (L3/R3, Hall) Middle placement",TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Power/fingerprint, dual trackpads, dual radial dials, 5 function buttons, M1/M2 rear buttons, trigger resistance switches, volume +-",USB-C x2 Top & Bottom facing,"Internal 512 GB M.2 2280 SSD, External MicroSD",FALSE,"WiFi 6E, Bluetooth 5.2",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Top facing,TRUE,3.5mm Headphone Top facing,TRUE,Dual Stereo Bottom facing,,"Hall sensor joysticks / triggers, Front camera, Fingerprint sensor",Dedicated Buttons,310 mm x 135 mm x 40 mm,700,Plastic,Gray,https://www.youtube.com/watch?v=x1izdXEKy4A https://www.youtube.com/watch?v=S2ekJrhMltw https://www.youtube.com/watch?v=raOQp4uGVxw https://www.youtube.com/watch?v=ZOl7SNZlowI https://www.youtube.com/watch?v=HxMYGYy4Zo8 https://www.youtube.com/watch?v=LXqS4k79M9k https://www.youtube.com/watch?v=r9IBOOyXP0Q https://www.youtube.com/watch?v=hU2TyyF_e18&t=182s,799,,"Gamecube, Wii, 3DS, PS2, Wii U, Switch almost all full speed"
mpt1pi66,image_c77af34b10dbe,GKD Bubble,Game Kiddy,2024-10-01,Horizontal,Linux,5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,1 GB LPDDR4,3.5,IPS,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),4000 mAh,,FALSE,Disc Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal",FALSE,TRUE,TRUE,"Menu, Power, Reset?, Volume +-",USB-C Bottom facing,Dual External MicroSD,TRUE,WiFi,FALSE,FALSE,FALSE,FALSE,TRUE,Micro HDMI Top facing,TRUE,3.5mm Headphone Top facing,TRUE,Dual Stereo Bottom facing,TRUE,Microphone,Dedicated Buttons,166.8 mm x 82 mm x 24 mm,227,Plastic,"Black, White, Yellow, Baby Blue, Red, Green, Pink, Evangelion Purple/Green",https://www.youtube.com/watch?v=Cx9uWbe_6sw https://www.youtube.com/watch?v=hKl6Ey1o_oE https://www.youtube.com/watch?v=0zGzzX9s6eU https://www.youtube.com/watch?v=3hEWMonp_Hk https://www.youtube.com/watch?v=yDcGuAb9UZY,85,,"N64, PSP & Dreamcast mostly playable but not all full speed"
8wh6PiJe,image_f8dca54b5a513,Retroid Pocket Mini,Retroid / Moorechip,2024-09-01,Horizontal,Android 13 / Linux (Batocera),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,Qualcomm Snapdragon 865,Cortex-A77 / Cortex-A55,8 Cores,8 Threads,1.8 GHz - 2.84 GHz,ARM,Qualcomm Adreno 650,1 Core,587 MHz,6 GB LPDDR4x (2133 MHz),3.7,AMOLED Touchscreen,1280 x 960,432.43,4:3,Tempered Glass (OCA Laminated),4000 mAh,Heatsink Fan Ventilation cutouts,TRUE,Cross Upper placement,"Dual thumbsticks (L3/R3, Hall) Lower placement",TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Home, Back, Power, Volume +-",USB-C Bottom facing,"Internal 128 GB UFS 3.1, External MicroSD",FALSE,"WiFi 6, Bluetooth 5.1",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Front facing,,Microphone,Dedicated Buttons,165.28 mm x 77.62 mm x 16.5 - 29.3 mm,215,Plastic,"Black, SFC Gray, Saturn White, Black/Red, White/Orange",https://www.youtube.com/watch?v=p5nc-IM0ypI https://www.youtube.com/watch?v=zDxd-kYiFbM https://www.youtube.com/watch?v=nIKCO93YrxI https://www.youtube.com/watch?v=-CJ9WVFmYXc https://www.youtube.com/watch?v=OWz4sZT8W8k https://www.youtube.com/watch?v=B0dRxqKsj14 https://www.youtube.com/watch?v=2TqmegZoXk4 https://www.youtube.com/watch?v=FVY9XFJ0TsU https://www.youtube.com/watch?v=eHqx3S9GtJM https://www.youtube.com/watch?v=Uzq7fm0lD6k https://www.youtube.com/watch?v=aFaQnVCWpT4,199,,"Gamecube, Wii, PS2 playable, some Switch barely playable"
